NC1C=CC2=C(N=1)NC3=CC=CC=C23, 1
O=S([N-]C1=O)(OC(C)=C1)=O.[K+], 0
CC=O, 1
CC=NN(C)C=O, 1
CC(=O)N, 1
C1(=CC=C(C=C1)O)NC(C)=O, 1
O=S(=O)(C1=CC=C(C=C1)C(=O)C)NC(=O)NC2CCCCC2, 0
CC#N, 0
N(NC(C)=O)C1=CC=C(C=C1)CO, 1
N(NC(C)=O)C(C1=CC=NC=C1)=O, 1
O=C1C(C(=O)OC(=C1)C)C(=O)C, 0
C1(NNC(C)=O)=CC=CC=C1, 1
C12C3=C(C=CC=C3)CC1=CC(=CC=2)NC(C)=O, 1
O=C(O)Cc1ccc(cc1)NC(C)=O, 0
OC(=O)C1=C(C=CC(=C1)OC2=CC=C(C=C2Cl)C(F)(F)F)[N+](=O)[O-], 1
C=CC=O, 0
C=CC(OCC)OCC, 0
C=C/C=N/O, 0
CN1C2=C(C(OC)=CC3=C2C=CC(O3)(C)C)C(C4=C1C=CC=C4)=O, 1
NC(=O)C=C, 1
OC(=O)C=C, 0
C=CC#N, 1
C12C(OC3=C(N=1)C(=CC=C3C)C(N[C@@H]4C(N[C@@H](C(N5[C@@H](CCC5)C(N(CC(N([C@H](C(O[C@H]4C)=O)C(C)C)C)=O)C)=O)=O)C(C)C)=O)=O)=C(C(C(=C2C(N[C@@H]6C(N[C@@H](C(N7[C@@H](CCC7)C(N(CC(N([C@H](C(O[C@H]6C)=O)C(C)C)C)=O)C)=O)=O)C(C)C)=O)=O)N)=O)C, 1
NC(=O)CCCCC(=O)N, 0
O=C(N)\C(C2=CC=CO2)=C/C1=CC=C([N+]([O-])=O)O1, 1
C12=C3C(C4=C(C(O3)=O)C(=O)CC4)=C(C=C1OC5C2C=CO5)OC, 1
C1(OCC=C)=CC=C(CC(=O)O)C=C1Cl, 0
CC(C=NOC(=O)NC)(SC)C, 0
O=C1C(NC(=O)N1)NC(=O)N, 0
C=CCO, 0
C=CCCl, 0
O=C(CC(C)C)OCC=C, 1
NC(=O)N(CC=C)N=O, 1
O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[K+], 0
O=C1C2=C(C(=CC(=C2C(=O)C3=C1C=CC=C3)Br)Br)N, 1
CCN1(C2C(=CC=CC=2)C3=C1C=CC(=C3)N).[H]Cl, 1
N=C(N)NC1=NC(CSCCNC2=NSN=C2N)=CS1, 1
O=C1C2=C(C(=CC=C2C(=O)C3=C1C=CC=C3)C)N, 1
O1C(=NN=C1C2OC(=CC=2)[N+](=O)[O-])N, 1
NC1=NN=C(C2=CC=C([N+]([O-])=O)O2)S1, 1
NC1=NC(C2=CC=C([N+]([O-])=O)O2)=CS1, 1
NC1=NC(/C=C/C2=CC=C([N+]([O-])=O)O2)=NO1, 1
O=[N+](C1=CN=C(S1)N)[O-], 1
O=C1C2=CC(=CC=C2C(=O)C3=C1C=CC=C3)N, 1
CC1=C(C=CC=C1)/N=N/C2=CC(=C(C=C2)N)C, 1
NC1=CC=C(C=C1)C2=CC=CC=C2, 1
NC3=CC1=C(C=C3)OC2=C1C=CC=C2, 1
OS(O)(=O)=O.OCCN(CCO)c1ccc(N)cc1, 0
C1(N=CNN=1)N, 1
OC(=O)CCCCCCCCCCN, 1
O=S(O)(O)=O.C1(=CC=CC=C1CC(N)C).C2=CC=CC=C2CC(N)C, 0
[H][C@@]12[C@]([H])(NC([C@H](N)C3=CC=CC=C3)=O)C(N1[C@@H]([C@@](O)=O)C(C)(C)S2)=O.O.O.O, 0
O=C(N(CCCCC)N=O)N, 1
C/C=C/C1=CC=C(C=C1)OC, 0
O[C@H]1[C@@H]([C@H](O)CO)O[C@H]2[C@@H]1O[C@@H]([C@@](Cl)(Cl)Cl)O2, 0
ClC1=NC(=NC(=N1)NC2=CC=CC=C2Cl)Cl, 0
NC1=CC=CC=C1[H]Cl, 1
C1(=C(C=CC=C1)N)OC.[H]Cl, 1
C1(=CC=C(N)C=C1)OC.[H]Cl, 0
NC1=C(C=CC=C1)C(=O)O, 0
O=C1C2=C(C=CC=C2)C(=O)C3=C1C=CC=C3, 0
CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl, 1
O=C(OC)C1=CCCN(C)C1.[H]Cl, 1
O=[As](O)(O)[O-].[Na+], 0
[As]21O[As]3O[As](O1)O[As](O2)O3, 0
[Na+].[As](=O)[O-], 0
OC=1[C@H](OC(=O)C=1O)[C@@H](O)CO, 0
O=C([C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N)OC, 0
OC(=O)C1=C(C=CC=C1)OC(=O)C, 0
C1=CC=C5C(=C1)N(CC2=CC=C(F)C=C2)C(NC4CCN(CCC3=CC=C(OC)C=C3)CC4)=N5, 0
CC(C)NCC(O)COC1(=CC=C(C=C1)CC(=O)N).[H]Cl, 0
ClC1=NC(=NC(=N1)NC(C)C)NCC, 1
O=C(O[C@@H]2C[C@@H](CC3)N(C)[C@H]3C2)C(CO)C1=CC=CC=C1, 0
N=C(C2=CC=C(N(C)C)C=C2)C1=CC=C(N(C)C)C=C1.[H]Cl, 1
CC(=O)O[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1OC(=O)C)COC(=O)C)S[Au]=P(CC)(CC)CC)OC(=O)C, 0
